tweet,username,clean_tweet,sentiment
"PHD Corner Bagian 2, Episode 1. 'Pentingnya Perlindungan Data Pribadi' https://t.co/C7Bu6WdlMt",KedaiPenaCom,"PHD Corner Bagian 2, Episode 1. 'Pentingnya Perlindungan Data Pribadi' https://t.co/C7Bu6WdlMt",Neutral
"Penanggap selanjutnya adl Alia Yofira, peneliti @elsamnews yg menjelaskan #BisnisdanHAM di sektor teknologi. ELSAM temukan sejumlah isu spt hak atas privacy, perlindungan data pribadi, kebocoran data swasta &amp; publik, hingga serangan digital thd pembela HAM. #SatuDekadeUNGPs",infid_ID,"Penanggap selanjutnya adl Alia Yofira, peneliti @elsamnews yg menjelaskan #BisnisdanHAM di sektor teknologi. ELSAM temukan sejumlah isu spt hak atas privacy, perlindungan data pribadi, kebocoran data swasta &amp; publik, hingga serangan digital thd pembela HAM. #SatuDekadeUNGPs",Negative
Dari repliesnya bisa diliat bahwa masih banyak yang belum paham dan peduli sama perlindungan data pribadi 😔,yulrizapermana,Dari repliesnya bisa diliat bahwa masih banyak yang belum paham dan peduli sama perlindungan data pribadi 😔,Positive
"Untuk itu, pada hari Jumat, 11 Juni 2021 lalu, Suara Kebebasan kembali menyelenggarakan diskusi terkait dengan kebebasan berbicara di internet sekaligus membahas pentingnya perlindungan data pribadi lewat pengesahan Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP).",bebasdotid,"Untuk itu, pada hari Jumat, 11 Juni 2021 lalu, Suara Kebebasan kembali menyelenggarakan diskusi terkait dengan kebebasan berbicara di internet sekaligus membahas pentingnya perlindungan data pribadi lewat pengesahan Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP).",Neutral
"Diantaranya adalah terkait dengan kebebasan untuk mengutarakan pandangan di medium tersebut, dan juga perlindungan data pribadi yang dimiliki oleh masyarakat di dunia maya.",bebasdotid,"Diantaranya adalah terkait dengan kebebasan untuk mengutarakan pandangan di medium tersebut, dan juga perlindungan data pribadi yang dimiliki oleh masyarakat di dunia maya.",Neutral
"Bulan April lalu, @TifaFoundation dan CIPG membahas tentang inisiatif pendataan dan digitalisasi dalam merespon pandemi. Salah satu topik pembahasan yaitu perlindungan data pribadi sangat berkaitan dengan digitalisasi dan tata kelola data. https://t.co/kA2BhQVOGC",icipg,"Bulan April lalu, @TifaFoundation dan CIPG membahas tentang inisiatif pendataan dan digitalisasi dalam merespon pandemi. Salah satu topik pembahasan yaitu perlindungan data pribadi sangat berkaitan dengan digitalisasi dan tata kelola data. https://t.co/kA2BhQVOGC",Neutral
"Harus disebarkan ke masyarakat betapa pentingnya perlindungan data-data pribadi, apalagi OTP. Terutama utk orang yg lebih tua (bukan digital native). Untungnya akun banknya tdk kebobol (sepertinya). https://t.co/Um3sDzmYoU",prodygeer,"Harus disebarkan ke masyarakat betapa pentingnya perlindungan data-data pribadi, apalagi OTP. Terutama utk orang yg lebih tua (bukan digital native). Untungnya akun banknya tdk kebobol (sepertinya). https://t.co/Um3sDzmYoU",Neutral
Pembahasan Rancangan UU Perlindungan Data Pribadi Diperpanjang Satu Masa Sidang https://t.co/9KKYjWadrS https://t.co/UZrdrFyBOo,AhmadNorMaulana,Pembahasan Rancangan UU Perlindungan Data Pribadi Diperpanjang Satu Masa Sidang https://t.co/9KKYjWadrS https://t.co/UZrdrFyBOo,Neutral
Ngoceh2 perlindungan data pribadi tp suka nyebar2in sendiri di twitter 😂,JoseAndre89,Ngoceh2 perlindungan data pribadi tp suka nyebar2in sendiri di twitter 😂,Positive
Kebocoran data pribadi warga tak cukup ditangani dengan serangkaian penyelidikan yang dilakukan pemerintah. Kehadiran Undang-Undang Perlindungan Data Pribadi kian mendesak untuk mencegah pencurian data pribadi terulang. #Polhuk #AdadiKompas @lordjune https://t.co/ahCRxYhwYF,hariankompas,Kebocoran data pribadi warga tak cukup ditangani dengan serangkaian penyelidikan yang dilakukan pemerintah. Kehadiran Undang-Undang Perlindungan Data Pribadi kian mendesak untuk mencegah pencurian data pribadi terulang. #Polhuk #AdadiKompas @lordjune https://t.co/ahCRxYhwYF,Negative
"@ganjarpranowo @tribunnews nyuwun sewu ndoro, mbok dikasih tau ke teman2 sampeyan di DPR utk mensahkan uu perlindungan data pribadi 🙏🙏🙏",gastonkatanya,"@ganjarpranowo @tribunnews nyuwun sewu ndoro, mbok dikasih tau ke teman2 sampeyan di DPR utk mensahkan uu perlindungan data pribadi 🙏🙏🙏",Neutral
Mastel dan idEA Pastikan Kawal RUU PDP: Ketua Umum Masyarakat Telematika (Mastel) Sarwoto Atmosutarno dan Ketua Umum Asosiasi E-Commerce Indonesia (idEA) Bima Laga memastikan untuk mengawal bersama Rancangan Undang-Undang Perlindungan Data Pribadi (RUU… https://t.co/0DO9v2FfuK,merdekadotcom,Mastel dan idEA Pastikan Kawal RUU PDP: Ketua Umum Masyarakat Telematika (Mastel) Sarwoto Atmosutarno dan Ketua Umum Asosiasi E-Commerce Indonesia (idEA) Bima Laga memastikan untuk mengawal bersama Rancangan Undang-Undang Perlindungan Data Pribadi (RUU… https://t.co/0DO9v2FfuK,Positive
Edukasi Masyarakat Demi Paham Perlindungan Data Pribadi https://t.co/Wh5v7mStqG,medcom_id,Edukasi Masyarakat Demi Paham Perlindungan Data Pribadi https://t.co/Wh5v7mStqG,Positive
Dubes Uni Eropa Sarankan RUU Perlindungan Data Pribadi Juga Sasar Pemerintah https://t.co/zX5UY1xlaA #TempoDunia,tempodotco,Dubes Uni Eropa Sarankan RUU Perlindungan Data Pribadi Juga Sasar Pemerintah https://t.co/zX5UY1xlaA #TempoDunia,Neutral
"Pimpinan DPR memutuskan pembahasan RUU Perlindungan Data Pribadi diperpanjang satu masa sidang. Sejumlah pihak berharap, pembahasan berjalan cepat karena kebutuhan ini semakin mendesak. #Polhuk #AdadiKompas @lordjune @rini_rek @YogiWistyo https://t.co/1YLV8ipicV",hariankompas,"Pimpinan DPR memutuskan pembahasan RUU Perlindungan Data Pribadi diperpanjang satu masa sidang. Sejumlah pihak berharap, pembahasan berjalan cepat karena kebutuhan ini semakin mendesak. #Polhuk #AdadiKompas @lordjune @rini_rek @YogiWistyo https://t.co/1YLV8ipicV",Positive
RUU Perlindungan Data Pribadi masih jauh ceritanya. Sudah 5 masa sidang @DPR_RI - diputuskan jadi Prolegnas 2021 tapi baru Maret disepakatinya. Lindungi data diri masing2. Naikkan security awareness. #Geloratalks @partaigeloraid https://t.co/bV6mMNTe82,endykurniawan,RUU Perlindungan Data Pribadi masih jauh ceritanya. Sudah 5 masa sidang @DPR_RI - diputuskan jadi Prolegnas 2021 tapi baru Maret disepakatinya. Lindungi data diri masing2. Naikkan security awareness. #Geloratalks @partaigeloraid https://t.co/bV6mMNTe82,Neutral
"Kasus kebocoran data kembali terjadi, sementara itu masih belum jelas kapan Rancangan Undang-Undang (RUU) Perlindungan Data Pribadi (PDP) rampung dibahas oleh pemerintah dan DPR. Pelbagai desakan pun muncul agar RUU PDP dapat segera disahkan #KhasLokadata https://t.co/BDAHtgSLrB",LokadataID,"Kasus kebocoran data kembali terjadi, sementara itu masih belum jelas kapan Rancangan Undang-Undang (RUU) Perlindungan Data Pribadi (PDP) rampung dibahas oleh pemerintah dan DPR. Pelbagai desakan pun muncul agar RUU PDP dapat segera disahkan #KhasLokadata https://t.co/BDAHtgSLrB",Negative
"Apakah perlindungan data pribadi seharusnya diatur dalam suatu peraturan perundang-undangan yang khusus? Baca tulisan selengkapnya dalam tautan yang terdapat di bio kami. LK2 FHUI Get Friends, Gain Knowledge!",lk2fhui,"Apakah perlindungan data pribadi seharusnya diatur dalam suatu peraturan perundang-undangan yang khusus? Baca tulisan selengkapnya dalam tautan yang terdapat di bio kami. LK2 FHUI Get Friends, Gain Knowledge!",Negative
Perlindungan dan Pengelolaan Data Pribadi https://t.co/pniIyhLQUD,hmdnmedia,Perlindungan dan Pengelolaan Data Pribadi https://t.co/pniIyhLQUD,Neutral
"Tapi Ambigu bgt dah tweet gua kali ini.. Percuma aja kan ya, kita masyarakat capek2 ngelindungi data pribadi. Tapi stakeholder-nya masih blm benar2 menjamin perlindungan data pribadi Yaa, semoga aja, RUU perlindungan Data Pribadi dapat segera diketok palu. Salam Sehat Semua!",DwipurnomoS,"Tapi Ambigu bgt dah tweet gua kali ini.. Percuma aja kan ya, kita masyarakat capek2 ngelindungi data pribadi. Tapi stakeholder-nya masih blm benar2 menjamin perlindungan data pribadi Yaa, semoga aja, RUU perlindungan Data Pribadi dapat segera diketok palu. Salam Sehat Semua!",Positive
"Akhir2 ini bnyk story org lagi divaksin, seneng juga dah. Rasanya pgn juga ikutan d vaksin. Tapi heran aja gitu, kartu vaksinasi yg tercantum NIK, TTL, Alamat, dll. Dipost di medsos tanpa di sensor Rasanya, kampanye ttg ""Pentingnya Perlindungan Data Pribadi"" jadi g ada gunanya",DwipurnomoS,"Akhir2 ini bnyk story org lagi divaksin, seneng juga dah. Rasanya pgn juga ikutan d vaksin. Tapi heran aja gitu, kartu vaksinasi yg tercantum NIK, TTL, Alamat, dll. Dipost di medsos tanpa di sensor Rasanya, kampanye ttg ""Pentingnya Perlindungan Data Pribadi"" jadi g ada gunanya",Neutral
Ratusan juta data pribadi milik peserta @BPJSKesehatanRI diduga bocor dan diperjualbelikan di forum daring. Undang-Undang Perlindungan Data Pribadi makin mendesak untuk segera disahkan. Masih alot di bab pengawasan.,MAJALAH_GATRA,Ratusan juta data pribadi milik peserta @BPJSKesehatanRI diduga bocor dan diperjualbelikan di forum daring. Undang-Undang Perlindungan Data Pribadi makin mendesak untuk segera disahkan. Masih alot di bab pengawasan.,Negative
Warga yg ikut vaksinasi Covid-19 masih dimintain fotokopi e-KTP plus nomor hape. Kemarin teken MoU antara @KemenkesRI dan @KPU_ID utk akses Data Pemilih sbgai basis data vaksinasi Covid-19 buat apa ya? cc Bang @ismailfahmi #SingleIDCard #PerlindunganDataPribadi,JosuaNapitupul6,Warga yg ikut vaksinasi Covid-19 masih dimintain fotokopi e-KTP plus nomor hape. Kemarin teken MoU antara @KemenkesRI dan @KPU_ID utk akses Data Pemilih sbgai basis data vaksinasi Covid-19 buat apa ya? cc Bang @ismailfahmi #SingleIDCard #PerlindunganDataPribadi,Neutral
"@yoyen @qronoz @snydez Beruntung negara-negaranya punya perundangan perlindungan data pribadi plusnya lagi beberapa negara (Nordik, Eropa, Kanada), menunjuk privacy commisioner/komisaris privasi.",uradn,"@yoyen @qronoz @snydez Beruntung negara-negaranya punya perundangan perlindungan data pribadi plusnya lagi beberapa negara (Nordik, Eropa, Kanada), menunjuk privacy commisioner/komisaris privasi.",Positive
@nununadnad Semoga RUU perlindungan data pribadi masuk prolegnas tahun ini,toppingsayuran,@nununadnad Semoga RUU perlindungan data pribadi masuk prolegnas tahun ini,Positive
"Kemudian, Pasal 1 angka 1 Peraturan Menteri Komunikasi dan Informatika Nomor 20 Tahun 2016 tentang Perlindungan Data Pribadi Dalam Sistem Elektronik, data pribadi adalah data perseorangan tertentu yang disimpan, dirawat, dan dijaga kebenaran serta dilindungi kerahasiaannya.",txtdrhukum,"Kemudian, Pasal 1 angka 1 Peraturan Menteri Komunikasi dan Informatika Nomor 20 Tahun 2016 tentang Perlindungan Data Pribadi Dalam Sistem Elektronik, data pribadi adalah data perseorangan tertentu yang disimpan, dirawat, dan dijaga kebenaran serta dilindungi kerahasiaannya.",Positive
"Penjelasan Pasal 26 ayat (1) UU 19/2016: Dalam pemanfaatan Teknologi Informasi, perlindungan data pribadi merupakan salah satu bagian dari hak pribadi (privacy rights).",txtdrhukum,"Penjelasan Pasal 26 ayat (1) UU 19/2016: Dalam pemanfaatan Teknologi Informasi, perlindungan data pribadi merupakan salah satu bagian dari hak pribadi (privacy rights).",Neutral
Untuk di level UU sendiri kita punya Undang-Undang Informasi Transaksi Elektronik belum mengandung peraturan khusus tentang perlindungan data pribadi. Meskipun dalam ketentuannya terdapat Pasal 26 ayat (1) dan penjelasan UU 19/2016 yang berbunyi begini:,txtdrhukum,Untuk di level UU sendiri kita punya Undang-Undang Informasi Transaksi Elektronik belum mengandung peraturan khusus tentang perlindungan data pribadi. Meskipun dalam ketentuannya terdapat Pasal 26 ayat (1) dan penjelasan UU 19/2016 yang berbunyi begini:,Positive
"perlindungan dari ancaman ketakutan untuk berbuat atau tidak berbuat sesuatu yang merupakan hak asasi."" Secara umum Peraturan perundang-undangan yang melindungi data pribadi di Indonesia, antara lain: https://t.co/owUbWEN0oo",txtdrhukum,"perlindungan dari ancaman ketakutan untuk berbuat atau tidak berbuat sesuatu yang merupakan hak asasi."" Secara umum Peraturan perundang-undangan yang melindungi data pribadi di Indonesia, antara lain: https://t.co/owUbWEN0oo",Negative
"Apakah hanya itu Aturannya? Sejatinya, Perlindungan Privasi dan Data Pribadi Warga Negara Secara konstitusional, Negara berkewajiban untuk melindungi privasi dan data penduduk.",txtdrhukum,"Apakah hanya itu Aturannya? Sejatinya, Perlindungan Privasi dan Data Pribadi Warga Negara Secara konstitusional, Negara berkewajiban untuk melindungi privasi dan data penduduk.",Neutral
Forum Legislasi Bahas RUU Perlindungan Data Pribadi https://t.co/LyAConSLih via @idxchannel,herusutadi,Forum Legislasi Bahas RUU Perlindungan Data Pribadi https://t.co/LyAConSLih via @idxchannel,Neutral
@amm3rsee Peraturan perlindungan data pribadi urgent banget nih,p1t3nx,@amm3rsee Peraturan perlindungan data pribadi urgent banget nih,Negative
Pengesahan RUU Perlindungan Data Pribadi Diminta Dipercepat https://t.co/EH6oOLLtyT,medcom_id,Pengesahan RUU Perlindungan Data Pribadi Diminta Dipercepat https://t.co/EH6oOLLtyT,Positive
"Untuk melindungi UMKM di marketplace, @PlateJohnny mengatakan pemerintah menyiapkan kebijakan perlindungan data pribadi dan logistik untuk mendukung transaksi elektronik.",Cahaya_Dfa,"Untuk melindungi UMKM di marketplace, @PlateJohnny mengatakan pemerintah menyiapkan kebijakan perlindungan data pribadi dan logistik untuk mendukung transaksi elektronik.",Positive
DPR Perpanjang Pembahasan RUU Perlindungan Data Pribadi https://t.co/j2qEb8kr3S,cakrawalaraffl1,DPR Perpanjang Pembahasan RUU Perlindungan Data Pribadi https://t.co/j2qEb8kr3S,Neutral
Akademisi Perlindungan Data Pribadi Sangat Penting dari Penyalahgunaan https://t.co/wV8d9j0oen,katakinidotcom,Akademisi Perlindungan Data Pribadi Sangat Penting dari Penyalahgunaan https://t.co/wV8d9j0oen,Positive
Pembahasan RUU Perlindungan Data Pribadi dijanjikan digelar setiap hari sehingga bisa tuntas pertengahan Juli mendatang. Isu terkait otoritas pengawas perlindungan data pribadi belum menemui titik tengah. #Polhuk #AdadiKompas @iqbalbasyari @rini_rek https://t.co/sCLSYfDi8u,hariankompas,Pembahasan RUU Perlindungan Data Pribadi dijanjikan digelar setiap hari sehingga bisa tuntas pertengahan Juli mendatang. Isu terkait otoritas pengawas perlindungan data pribadi belum menemui titik tengah. #Polhuk #AdadiKompas @iqbalbasyari @rini_rek https://t.co/sCLSYfDi8u,Positive
Udh dr 2 minggu lalu jd menaruh perhatian lbh sama perlindungan data pribadi. Terutama ketika memberikan informasi ke pihak lain.,muhnandap,Udh dr 2 minggu lalu jd menaruh perhatian lbh sama perlindungan data pribadi. Terutama ketika memberikan informasi ke pihak lain.,Positive
DPR Resmi Perpanjang Pembahasan RUU Perlindungan Data Pribadi https://t.co/kWM9j447t0 via @antvnewsplus,NewsAntv,DPR Resmi Perpanjang Pembahasan RUU Perlindungan Data Pribadi https://t.co/kWM9j447t0 via @antvnewsplus,Positive
"Untuk melindungi UMKM di marketplace, @PlateJohnny mengatakan pemerintah menyiapkan kebijakan perlindungan data pribadi dan logistik untuk mendukung transaksi elektronik. @kemkominfo",DS_yantie,"Untuk melindungi UMKM di marketplace, @PlateJohnny mengatakan pemerintah menyiapkan kebijakan perlindungan data pribadi dan logistik untuk mendukung transaksi elektronik. @kemkominfo",Positive
"Sahabat Digital Demi melindungi UMKM di marketplace, @PlateJohnny mengatakan pemerintah telah siapkan kebijakan perlindungan data pribadi dan logistik untuk mendukung. @kemkominfo Mantap 👍",Marbot_Udien,"Sahabat Digital Demi melindungi UMKM di marketplace, @PlateJohnny mengatakan pemerintah telah siapkan kebijakan perlindungan data pribadi dan logistik untuk mendukung. @kemkominfo Mantap 👍",Positive
"Sah, Pembahasan RUU Perlindungan Data Pribadi Dilanjutkan https://t.co/2oK8y8VxwO",medcom_id,"Sah, Pembahasan RUU Perlindungan Data Pribadi Dilanjutkan https://t.co/2oK8y8VxwO",Neutral
#TVRINews DPR Perpanjang Pembahasan RUU Perlindungan Data Pribadi https://t.co/90nO0bn1vl,tvrinewscom,#TVRINews DPR Perpanjang Pembahasan RUU Perlindungan Data Pribadi https://t.co/90nO0bn1vl,Neutral
DPR Perpanjang Pembahasan RUU Perlindungan Data Pribadi dan Penanggulangan Bencana https://t.co/83ccpji3n6 https://t.co/5oRrwEQqrl,KompasTV,DPR Perpanjang Pembahasan RUU Perlindungan Data Pribadi dan Penanggulangan Bencana https://t.co/83ccpji3n6 https://t.co/5oRrwEQqrl,Negative
DPR RI resmi memperpanjang pembahasan rancangan undang-undang tentang penanggulangan bencana dan rancangan undang-undang tentang perlindungan data pribadi (PDP). https://t.co/dbY1L7KZgJ,indozonemedia,DPR RI resmi memperpanjang pembahasan rancangan undang-undang tentang penanggulangan bencana dan rancangan undang-undang tentang perlindungan data pribadi (PDP). https://t.co/dbY1L7KZgJ,Neutral
Puan Maharani: Pembahasan RUU Perlindungan Data Pribadi Diperpanjang https://t.co/sra241hNb0,Bisniscom,Puan Maharani: Pembahasan RUU Perlindungan Data Pribadi Diperpanjang https://t.co/sra241hNb0,Neutral
Nasib RUU Perlindungan Data Pribadi Diputuskan Hari Ini https://t.co/cNhP1alVxP via @medcom_id #CekDuluMedcom #carabarumenikmatimedcom,medcom_id,Nasib RUU Perlindungan Data Pribadi Diputuskan Hari Ini https://t.co/cNhP1alVxP via @medcom_id #CekDuluMedcom #carabarumenikmatimedcom,Neutral
"Webinar ""PERLINDUNGAN DATA PRIBADI ELEKTRONIK"" Selasa, 22 Juni 2021 pukul 09.00 - 11.00 WIB Live Streaming di channel Youtube UT TV https://t.co/5da9LyIzzo #webinarhukum #webinar #webinargratis #mahasiswahukum #webinarbersertifikat #webinarit #datapribadi #perlindungandata https://t.co/KBqx2HLvpI",libraryUT,"Webinar ""PERLINDUNGAN DATA PRIBADI ELEKTRONIK"" Selasa, 22 Juni 2021 pukul 09.00 - 11.00 WIB Live Streaming di channel Youtube UT TV https://t.co/5da9LyIzzo #webinarhukum #webinar #webinargratis #mahasiswahukum #webinarbersertifikat #webinarit #datapribadi #perlindungandata https://t.co/KBqx2HLvpI",Neutral
DPR Resmi Perpanjang Pembahasan RUU Perlindungan Data Pribadi dan Penanggulangan Bencana https://t.co/tpBjyIfjaV,nawacitamedia,DPR Resmi Perpanjang Pembahasan RUU Perlindungan Data Pribadi dan Penanggulangan Bencana https://t.co/tpBjyIfjaV,Positive
@Shda_Agatha @DPR_RI Masih jauh ada UU perlindungan data pribadi..jauuuuuuhhhh...entah ada atau nggak..entah kapan... entah...😂,Anditeman_,@Shda_Agatha @DPR_RI Masih jauh ada UU perlindungan data pribadi..jauuuuuuhhhh...entah ada atau nggak..entah kapan... entah...😂,Neutral
Direktur Center of Economic and Law Studies (Celios) Bhima Yudhistira mengatakan Rancangan Undang Undang Perlindungan Data Pribadi mampu menjerat para pelaku bisnis pinjaman online ilegal. #Pinjolilegal https://t.co/DiiHRiEQNd,jpnncom,Direktur Center of Economic and Law Studies (Celios) Bhima Yudhistira mengatakan Rancangan Undang Undang Perlindungan Data Pribadi mampu menjerat para pelaku bisnis pinjaman online ilegal. #Pinjolilegal https://t.co/DiiHRiEQNd,Neutral
"@null Pinjol Ilegal Meresahkan, RUU Perlindungan Data Pribadi Harus Dipercepat Bhima Y https://t.co/hfnx7v1uja",VVARTEG,"@null Pinjol Ilegal Meresahkan, RUU Perlindungan Data Pribadi Harus Dipercepat Bhima Y https://t.co/hfnx7v1uja",Neutral
DPR Resmi Perpanjang Pembahasan RUU Perlindungan Data Pribadi dan Penanggulangan Bencana #DPR #RUUPerlindungan https://t.co/8qlnNtirFq,IdSinpo,DPR Resmi Perpanjang Pembahasan RUU Perlindungan Data Pribadi dan Penanggulangan Bencana #DPR #RUUPerlindungan https://t.co/8qlnNtirFq,Neutral
"RUU PDP Didorong Disahkan untuk Jerat Pelaku Pinjaman Online Ilegal: ""Pengesahan RUU Perlindungan Data Pribadi perlu didorong lebih cepat. Masalah kerahasiaan data pribadi nasabah di bank relatif sudah beres. Namun pinjol tidak diatur, sehingga perlu… https://t.co/uUyyhCN26R",merdekadotcom,"RUU PDP Didorong Disahkan untuk Jerat Pelaku Pinjaman Online Ilegal: ""Pengesahan RUU Perlindungan Data Pribadi perlu didorong lebih cepat. Masalah kerahasiaan data pribadi nasabah di bank relatif sudah beres. Namun pinjol tidak diatur, sehingga perlu… https://t.co/uUyyhCN26R",Negative
RUU Perlindungan Data Pribadi Didorong Cepat Disahkan untuk Jerat Pinjol Ilegal https://t.co/gG7ImZrslV,cakrawalaraffl1,RUU Perlindungan Data Pribadi Didorong Cepat Disahkan untuk Jerat Pinjol Ilegal https://t.co/gG7ImZrslV,Positive
"Keamanan digital adalah kemampuan tiap orang dalam mengenali, menerapkan, meningkatkan kesadaran perlindungan data pribadi dan kemanan digital. Contohnya seperti, tidak menyebarkan identitas pribadi maupun keluarga di dunia maya, termasuk tiket kereta, kartu pembayaran. https://t.co/mQaK3i3MRU",syarifani89,"Keamanan digital adalah kemampuan tiap orang dalam mengenali, menerapkan, meningkatkan kesadaran perlindungan data pribadi dan kemanan digital. Contohnya seperti, tidak menyebarkan identitas pribadi maupun keluarga di dunia maya, termasuk tiket kereta, kartu pembayaran. https://t.co/mQaK3i3MRU",Positive
Pilar terakhir adl digital safety. Poin ini berkaitan dg kesadaran perlindungan data pribadi dan keamanan digital. Sederhana saja misal dg menjaga privasi diri sendiri &amp; org terdekat kita dg tidak mengunggah informasi pribadi di medsos.,WiedWidya,Pilar terakhir adl digital safety. Poin ini berkaitan dg kesadaran perlindungan data pribadi dan keamanan digital. Sederhana saja misal dg menjaga privasi diri sendiri &amp; org terdekat kita dg tidak mengunggah informasi pribadi di medsos.,Positive
Pengesahan RUU Perlindungan Data Pribadi Diminta Dipercepat https://t.co/V3jHSvsJrn via @medcom_id #CekDuluMedcom #carabarumenikmatimedcom,medcom_id,Pengesahan RUU Perlindungan Data Pribadi Diminta Dipercepat https://t.co/V3jHSvsJrn via @medcom_id #CekDuluMedcom #carabarumenikmatimedcom,Positive
"@ismailfahmi @DivHumas_Polri jangan sampai mati satu tumbuh seribu apa tidak bisa aturannya diperbaiki? utk perlindungan konsumen/data pribadi, penerapan konsekuensi pelanggaran yang ketat ada juga yg berpendapat bahwa pinjol disamakan dengan riba yang diformalkan ga gitu2 amat lah usaha tuh... 😑",AdGigih,"@ismailfahmi @DivHumas_Polri jangan sampai mati satu tumbuh seribu apa tidak bisa aturannya diperbaiki? utk perlindungan konsumen/data pribadi, penerapan konsekuensi pelanggaran yang ketat ada juga yg berpendapat bahwa pinjol disamakan dengan riba yang diformalkan ga gitu2 amat lah usaha tuh... 😑",Negative
@aduanBRTI @CCICPolri @aduankonten @kemkominfo Tlg ditindak pengiriman sms #spam terindikasi #penipuan terlampir dari No.#082343461181 ke No.@simPATI saya tgl.17 Juni. Terima kasih #RegistrasiKartuPrabayar #RegistrasiSimCard #PerlindunganDataPribadi #NomorCantik https://t.co/XcCihCXIeu,SimTarTrading,@aduanBRTI @CCICPolri @aduankonten @kemkominfo Tlg ditindak pengiriman sms #spam terindikasi #penipuan terlampir dari No.#082343461181 ke No.@simPATI saya tgl.17 Juni. Terima kasih #RegistrasiKartuPrabayar #RegistrasiSimCard #PerlindunganDataPribadi #NomorCantik https://t.co/XcCihCXIeu,Positive
@aduanBRTI @CCICPolri @aduankonten @Telkomsel @kemkominfo @OmbudsmanRI137 Tlg ditindak pengiriman sms #spam terindikasi #penipuan terlampir dari No.#085395653921 ke No.@simPATI saya tgl.17 Juni #RegistrasiKartuPrabayar #RegistrasiSimCard #PerlindunganDataPribadi #NomorCantik https://t.co/3HfZ6nfqCo,SimTarTrading,@aduanBRTI @CCICPolri @aduankonten @Telkomsel @kemkominfo @OmbudsmanRI137 Tlg ditindak pengiriman sms #spam terindikasi #penipuan terlampir dari No.#085395653921 ke No.@simPATI saya tgl.17 Juni #RegistrasiKartuPrabayar #RegistrasiSimCard #PerlindunganDataPribadi #NomorCantik https://t.co/3HfZ6nfqCo,Neutral
@aduanBRTI @CCICPolri @aduankonten @kemkominfo @Telkomsel @shbt_pegadaian @OmbudsmanRI137 Tlg ditindak penyebaran sms #spam terindikasi #penipuan terlampir yg dikirim ke No.@simPATI saya tgl.18 Juni #RegistrasiKartuPrabayar #RegistrasiSimCard #PerlindunganDataPribadi #NomorCantik https://t.co/1zqkvDAodz,SimTarTrading,@aduanBRTI @CCICPolri @aduankonten @kemkominfo @Telkomsel @shbt_pegadaian @OmbudsmanRI137 Tlg ditindak penyebaran sms #spam terindikasi #penipuan terlampir yg dikirim ke No.@simPATI saya tgl.18 Juni #RegistrasiKartuPrabayar #RegistrasiSimCard #PerlindunganDataPribadi #NomorCantik https://t.co/1zqkvDAodz,Neutral
@aduanBRTI @ojkindonesia @aduankonten @kemkominfo @OmbudsmanRI137 @Telkomsel Tlg ditindak pengiriman 2x sms #spam #pinjaman terlampir dari No #082316401453 tgl. 19 Juni ke No. @simPATI saya. #RegistrasiKartuPrabayar #RegistrasiSimCard #PerlindunganDataPribadi #NomorCantik https://t.co/N2549Ehfc4,SimTarTrading,@aduanBRTI @ojkindonesia @aduankonten @kemkominfo @OmbudsmanRI137 @Telkomsel Tlg ditindak pengiriman 2x sms #spam #pinjaman terlampir dari No #082316401453 tgl. 19 Juni ke No. @simPATI saya. #RegistrasiKartuPrabayar #RegistrasiSimCard #PerlindunganDataPribadi #NomorCantik https://t.co/N2549Ehfc4,Neutral
BPKN : PERLINDUNGAN DATA PRIBADI PASIEN COVID-19 MENJADI HAK PRIVASI KONSUMEN 04 DEC 2020 15:00 https://t.co/MMWByXVhtw,honouriscasual,BPKN : PERLINDUNGAN DATA PRIBADI PASIEN COVID-19 MENJADI HAK PRIVASI KONSUMEN 04 DEC 2020 15:00 https://t.co/MMWByXVhtw,Neutral
"Pembentukan badan otoritas pengawas perlindungan data pribadi dinilai penting, mengingat kasus kebocoran data pribadi sudah sering terjadi. Baca selengkapnya, klik 👇👇👇 #DataBocor https://t.co/DfAqFc3eI1",Beritasatu,"Pembentukan badan otoritas pengawas perlindungan data pribadi dinilai penting, mengingat kasus kebocoran data pribadi sudah sering terjadi. Baca selengkapnya, klik 👇👇👇 #DataBocor https://t.co/DfAqFc3eI1",Negative
@kemkominfo @PlateJohnny @mohmahfudmd @DitjenAptika @DivHumas_Polri @KejaksaanRI @PolhukamRI UU Perlindungan Data Pribadi Piye Min ?,BlackSoulde,@kemkominfo @PlateJohnny @mohmahfudmd @DitjenAptika @DivHumas_Polri @KejaksaanRI @PolhukamRI UU Perlindungan Data Pribadi Piye Min ?,Neutral
Dengan kehadiran perlindungan data pribadi menciptakan profesi baru yaitu data protection officer (DPO). Lulusan sarjana hukum dianggap cocok untuk menempati profesi tersebut. https://t.co/Df44guP6rA,HukumOnline,Dengan kehadiran perlindungan data pribadi menciptakan profesi baru yaitu data protection officer (DPO). Lulusan sarjana hukum dianggap cocok untuk menempati profesi tersebut. https://t.co/Df44guP6rA,Positive
